Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion,Year,Election_Type,Dates_DATE_COUNTING,Dates_DATE_DECLARATION OF RESULT,Voters_Info_PROXY_MEN,Voters_Info_PROXY_WOMEN,Voters_Info_PROXY_TOTAL,Votes_Info_VOTES NOT RETREIVED FROM EVM_VALUE,Candidates_Info_NOMINATION FILED_OTHERS,Candidates_Info_NOMINATION REJECTED_OTHERS,Candidates_Info_WITHDRAWN_OTHERS,Candidates_Info_CONTESTED_OTHERS,Candidates_Info_FORFEITED DEPOSIT_OTHERS,Electors_Info_GENERAL_OTHERS,Electors_Info_SERVICE_OTHERS,Electors_Info_TOTAL_OTHERS,Voters_Info_GENERAL_OTHERS,Voters_Info_PROXY_OTHERS,Voters_Info_POSTAL_OTHERS,Voters_Info_TOTAL_OTHERS,Votes_Info_VOTES NOT RETREIVED_VALUE
11,02-Jun-2007,25,1159,True,15.0,1.0,16.0,1.0,1.0,2.0,8,0,8,6,0,6,3,0,3,20,0,0.0,UGDP,MONSERRATE ATANASIO J.,9641.0,BJP,SILVEIRA AGNELO MARIANO,5619.0,8,0,0.0,14522,14465,28987,3,3,6,14525,14468,28993,12,0,0.0,9849,9367,19216,188,0,0,19404,0,0,16,6,37.5,,19373.0,31.0,,3.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
12,02-Jun-2007,29,1012,True,14.0,6.0,20.0,0.0,1.0,1.0,7,3,10,7,2,9,6,0,6,20,0,0.0,INC,FERNANDES VICTORIA,7385.0,BJP,HOBLE ANIL RAGHUVIR,6040.0,8,0,0.0,14708,14657,29365,2,1,3,14710,14658,29368,12,0,0.0,10283,9871,20154,198,0,0,20352,0,0,16,6,37.5,,20321.0,31.0,,5.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
13,02-Jun-2007,25,887,True,7.0,1.0,8.0,0.0,0.0,0.0,3,1,4,4,0,4,2,0,2,20,0,0.0,INC,SILVEIRA FRANCISCO,8593.0,BJP,CAIADO ANTONIO JOAO,6074.0,8,0,0.0,10866,11329,22195,1,1,2,10867,11330,22197,12,0,0.0,7410,7752,15162,91,0,0,15253,0,0,16,6,37.5,,15236.0,17.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
14,02-Jun-2007,35,793,True,7.0,5.0,12.0,0.0,0.0,0.0,4,4,8,3,1,4,2,0,2,20,0,0.0,INC,MADKAIKAR PANDURANG ARJUN,10016.0,IND,SAWANT NIRMALA,9445.0,8,0,0.0,13712,14071,27783,1,1,2,13713,14072,27785,12,0,0.0,9869,10315,20184,161,0,0,20345,0,0,16,6,37.5,,20320.0,25.0,,1.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
15,02-Jun-2007,26,891,True,5.0,0.0,5.0,1.0,0.0,1.0,0,0,0,4,0,4,2,0,2,20,0,0.0,BJP,PATNEKAR RAJESH TULSIDAS,9352.0,INC,NARESH SAWAL,6657.0,8,0,0.0,11786,11387,23173,3,0,3,11789,11387,23176,12,0,0.0,9440,8750,18190,211,0,0,18401,0,0,16,6,37.5,,18368.0,33.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
16,02-Jun-2007,21,911,True,6.0,0.0,6.0,2.0,0.0,2.0,0,0,0,4,0,4,1,0,1,20,0,0.0,BJP,ANANT V. SHET,5370.0,INC,ZANTYE PRAVIN,4890.0,8,0,0.0,9649,9487,19136,1,0,1,9650,9487,19137,12,0,0.0,7990,7622,15612,117,0,0,15729,0,0,16,6,37.5,,15708.0,21.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
17,02-Jun-2007,26,906,True,9.0,0.0,9.0,3.0,0.0,3.0,0,0,0,6,0,6,3,0,3,20,0,0.0,INC,GURUDAS PRABHAKAR GAUNS,7768.0,BJP,AMONKAR SURESH KUSO,6177.0,8,0,0.0,11989,11566,23555,3,1,4,11992,11567,23559,12,0,0.0,9477,9010,18487,141,0,0,18628,0,0,16,6,37.5,,18598.0,30.0,,3.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
38,02-Jun-2007,34,828,True,8.0,0.0,8.0,2.0,0.0,2.0,1,0,1,5,0,5,3,0,3,20,0,0.0,INC,CHANDRAKANT (BABU) KAVALEKAR,9474.0,BJP,PRAKASH SHANKAR VELIP,8311.0,8,0,0.0,14109,14058,28167,0,0,0,14109,14058,28167,12,0,0.0,10590,10537,21127,193,0,0,21320,0,0,16,6,37.5,,21258.0,60.0,,7.0,6,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,,,,,,,,,,,,,,
39,02-Jun-2007,24,836,True,9.0,0.0,9.0,3.0,0.0,3.0,2,0,2,4,0,4,2,0,2,20,0,0.0,BJP,PAI KHOT VIJAY,7577.0,INC,BANDEKAR SANJAY VIMAL,6868.0,8,0,0.0,10242,9825,20067,3,0,3,10245,9825,20070,12,0,0.0,7519,7478,14997,176,0,0,15173,0,0,16,6,37.5,,15154.0,19.0,,1.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
23,02-Jun-2007,31,831,True,6.0,0.0,6.0,2.0,0.0,2.0,1,0,1,3,0,3,1,0,1,20,0,0.0,BJP,MAHADEV NAIK,9725.0,INC,SHIRODKAR SUBHASH ANKUSH,9476.0,8,0,0.0,12801,12985,25786,3,2,5,12804,12987,25791,12,0,0.0,9925,9874,19799,165,0,0,19964,0,0,16,6,37.5,,19902.0,62.0,,1.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
38,03-Mar-2012,44,598,True,6.0,2.0,8.0,0.0,1.0,1.0,1,1,2,5,0,5,3,0,3,25,0,0.0,BJP,Ganesh Chandru Gaonkar,10585.0,IND,Arjun Anil Salgaocar,8294.0,8,0,0.0,13012,13286,26298,6,1,7,13018,13287,26305,15,0,0.0,11410,11679,23089,272,0,0,23361,0,0,20,9,45.0,,23344.0,17.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,03-Mar-2012,42,597,True,7.0,0.0,7.0,1.0,0.0,1.0,1,0,1,5,0,5,3,0,3,25,0,0.0,BJP,Anant Shet,12054.0,IND,Pravin Zantye,6335.0,8,0,0.0,12577,12502,25079,1,0,1,12578,12502,25080,15,0,0.0,10923,11176,22099,368,0,0,22467,0,0,20,9,45.0,,22411.0,56.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,03-Mar-2012,36,660,True,5.0,2.0,7.0,0.0,1.0,1.0,1,0,1,4,1,5,3,0,3,25,0,0.0,INC,Pandurang A. Madkaikar,9556.0,IND,Nirmala P. Sawant,7981.0,8,0,0.0,11649,12106,23755,1,1,2,11650,12107,23757,15,0,0.0,9074,10382,19456,390,0,0,19846,0,0,20,9,45.0,,19817.0,29.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,03-Mar-2012,37,577,True,7.0,0.0,7.0,2.0,0.0,2.0,1,0,1,4,0,4,2,0,2,25,0,0.0,BJP,Vishnu Surya Naik Wagh,8818.0,INC,Francisco Silveira,7599.0,8,0,0.0,10284,11048,21332,4,2,6,10288,11050,21338,15,0,0.0,7779,9240,17019,209,0,0,17228,0,0,20,9,45.0,,17209.0,19.0,,2.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,03-Mar-2012,39,655,True,9.0,3.0,12.0,1.0,1.0,2.0,0,2,2,8,0,8,5,0,5,25,0,0.0,INC,Atanasio J. Monserrate,8644.0,IND,Rodolfo Louis Fernandes,6308.0,8,0,0.0,12627,12896,25523,1,0,1,12628,12896,25524,15,0,0.0,10030,10956,20986,435,0,0,21421,0,0,20,9,45.0,,21381.0,40.0,,2.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,03-Mar-2012,41,632,True,5.0,4.0,9.0,2.0,1.0,3.0,0,0,0,3,3,6,2,2,4,25,0,0.0,INC,Jennifer A. Monserrate,10682.0,BJP,Dattaprasad Madhukar Naik,9531.0,8,0,0.0,12855,13059,25914,2,0,2,12857,13059,25916,15,0,0.0,9962,10654,20616,420,0,0,21036,0,0,20,9,45.0,,20996.0,40.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,03-Mar-2012,30,712,True,6.0,2.0,8.0,1.0,2.0,3.0,0,0,0,5,0,5,3,0,3,25,0,0.0,BJP,Manohar Parrikar,11086.0,INC,Yatin Parekh,5018.0,8,0,0.0,10404,10951,21355,0,0,0,10404,10951,21355,15,0,0.0,7853,8618,16471,368,0,0,16839,0,0,20,9,45.0,,16763.0,76.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,03-Mar-2012,41,613,True,5.0,2.0,7.0,0.0,2.0,2.0,0,0,0,5,0,5,3,0,3,25,0,0.0,BJP,Ticlo Glenn J V A E Souza,11315.0,INC,Dayanand G. Narvekar,7839.0,8,0,0.0,12214,12890,25104,7,1,8,12221,12891,25112,15,0,0.0,9358,10678,20036,278,0,0,20314,0,0,20,9,45.0,,20289.0,25.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,03-Mar-2012,46,523,True,3.0,2.0,5.0,0.0,2.0,2.0,1,0,1,2,0,2,0,0,0,25,0,0.0,BJP,Pramod  Sawant,14255.0,INC,Pratap Gauns,7337.0,8,0,0.0,12100,11964,24064,3,1,4,12103,11965,24068,15,0,0.0,10704,10590,21294,329,0,0,21623,0,0,20,9,45.0,,21592.0,31.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,03-Mar-2012,38,558,True,8.0,2.0,10.0,1.0,0.0,1.0,3,1,4,4,1,5,2,1,3,25,0,0.0,IND,Rohan Khaunte,7972.0,BJP,Govind Parvatkar,7071.0,8,0,0.0,10473,10719,21192,11,6,17,10484,10725,21209,15,0,0.0,8106,8761,16867,367,0,0,17234,0,0,20,9,45.0,,16631.0,42.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,03-Mar-2012,39,610,True,11.0,2.0,13.0,0.0,1.0,1.0,1,1,2,10,0,10,8,0,8,25,0,0.0,BJP,Dilip Parulekar,10084.0,IND,D'souza Tulio,4276.0,8,0,0.0,11780,11961,23741,22,19,41,11802,11980,23782,15,0,0.0,9302,9882,19184,259,0,0,19443,0,0,20,9,45.0,,19409.0,34.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,03-Mar-2012,44,599,True,10.0,0.0,10.0,2.0,0.0,2.0,2,0,2,6,0,6,4,0,4,25,0,0.0,BJP,Dayanand Mandrekar,11430.0,INC,Uday Dattaram Paliemkar,9259.0,8,0,0.0,12882,13453,26335,8,1,9,12890,13454,26344,15,0,0.0,10231,11135,21366,299,0,0,21665,0,0,20,9,45.0,,21635.0,30.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,03-Mar-2012,42,611,True,6.0,1.0,7.0,1.0,0.0,1.0,2,0,2,3,1,4,1,1,2,25,0,0.0,BJP,Francis D'souza,14955.0,NCP,Ashish Tulshidas Shirodkar,4786.0,8,0,0.0,12754,12904,25658,1,0,1,12755,12904,25659,15,0,0.0,9842,10118,19960,296,0,0,20256,0,0,20,9,45.0,,20209.0,47.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,03-Mar-2012,38,621,True,5.0,2.0,7.0,0.0,2.0,2.0,0,0,0,5,0,5,3,0,3,25,0,0.0,BJP,Kiran Mohan Kandolkar,10473.0,NCP,Nilkanth Ramnath Halarnkar,9361.0,8,0,0.0,11747,11852,23599,5,3,8,11752,11855,23607,15,0,0.0,9669,10331,20000,315,0,0,20315,0,0,20,9,45.0,,20314.0,,,0.0,6,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,03-Mar-2012,41,583,True,6.0,0.0,6.0,2.0,0.0,2.0,0,0,0,4,0,4,1,0,1,25,0,0.0,IND,Naresh Rajaram Sawal,8331.0,INC,Rajesh T. Patnekar,6532.0,8,0,0.0,12091,11800,23891,3,0,3,12094,11800,23894,15,0,0.0,10294,10279,20573,464,0,0,21037,0,0,20,9,45.0,,20994.0,43.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,03-Mar-2012,48,615,True,13.0,0.0,13.0,2.0,0.0,2.0,2,0,2,9,0,9,7,0,7,25,0,0.0,BJP,Rajendra Arlekar,16406.0,INC,Manohar Trimbak Ajgaoankar,8053.0,8,0,0.0,15020,14468,29488,20,7,27,15040,14475,29515,15,0,0.0,12709,12603,25312,628,0,0,25940,0,0,20,9,45.0,,25890.0,50.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,03-Mar-2012,46,638,True,7.0,1.0,8.0,1.0,0.0,1.0,0,1,1,6,0,6,3,0,3,25,0,0.0,BJP,Laxmikant Parsekar,11955.0,INC,Dayanand Raghunath Sopte,8520.0,8,0,0.0,14811,14530,29341,18,5,23,14829,14535,29364,15,0,0.0,12530,12957,25487,479,0,0,25966,0,0,20,9,45.0,,25928.0,38.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,03-Mar-2012,33,672,True,4.0,1.0,5.0,0.0,1.0,1.0,0,0,0,4,0,4,2,0,2,25,0,0.0,BJP,Michael Vincent Lobo,9891.0,INC,Agnelo Nicholas Fernandes,8022.0,8,0,0.0,10851,11325,22176,1,1,2,10852,11326,22178,15,0,0.0,8676,9560,18236,114,0,0,18350,0,0,20,9,45.0,,18348.0,2.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,03-Mar-2012,52,535,True,3.0,1.0,4.0,1.0,1.0,2.0,0,0,0,2,0,2,0,0,0,25,0,0.0,INC,Pratapsingh  Raoji Rane,13772.0,BJP,Vishwajit Krishnarao Rane,11225.0,8,0,0.0,14083,13714,27797,19,4,23,14102,13718,27820,15,0,0.0,12248,12293,24541,579,0,0,25120,0,0,20,9,45.0,,24997.0,123.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,03-Mar-2012,46,567,True,9.0,0.0,9.0,2.0,0.0,2.0,2,0,2,5,0,5,3,0,3,25,0,0.0,INC,Vishwajit Pratapsingh Rane,12412.0,BJP,Satyavijay Subrai Naik,9473.0,8,0,0.0,13163,12926,26089,5,0,5,13168,12926,26094,15,0,0.0,11302,11500,22802,421,0,0,23223,0,0,20,9,45.0,,23129.0,94.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,03-Mar-2012,42,657,True,6.0,1.0,7.0,0.0,1.0,1.0,1,0,1,5,0,5,3,0,3,25,0,0.0,MAG,Pandurang Alias Deepak Dhavalikar,12264.0,IND,Govind Gaude,10164.0,8,0,0.0,13826,13761,27587,7,1,8,13833,13762,27595,15,0,0.0,12109,12178,24287,445,0,0,24732,0,0,20,9,45.0,,24668.0,64.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,03-Mar-2012,41,575,True,4.0,0.0,4.0,1.0,0.0,1.0,1,0,1,2,0,2,0,0,0,25,0,0.0,BJP,Nilesh Cabral,14299.0,INC,Shyam Gopinath Satardekar,5507.0,8,0,0.0,11786,11791,23577,4,0,4,11790,11791,23581,15,0,0.0,9396,10168,19564,272,0,0,19836,0,0,20,9,45.0,,19806.0,30.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,03-Mar-2012,46,628,True,6.0,1.0,7.0,0.0,1.0,1.0,1,0,1,5,0,5,1,0,1,25,0,0.0,INC,Chandrakant Kavalekar,10994.0,IND,Prakash Shankar Velip,4621.0,8,0,0.0,14582,14316,28898,0,0,0,14582,14316,28898,15,0,0.0,11718,12787,24505,380,0,0,24885,0,0,20,9,45.0,,24861.0,24.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,03-Mar-2012,44,667,True,4.0,1.0,5.0,0.0,1.0,1.0,0,0,0,4,0,4,2,0,2,25,0,0.0,IND,Benjamin Silva,13164.0,INC,Filipe Nery Rodrigues,8238.0,8,0,0.0,14202,15134,29336,0,0,0,14202,15134,29336,15,0,0.0,9210,12773,21983,159,0,0,22142,0,0,20,9,45.0,,22128.0,14.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,03-Mar-2012,42,637,True,9.0,0.0,9.0,1.0,0.0,1.0,0,0,0,8,0,8,5,0,5,25,0,0.0,BJP,Subhash Alias Rajan Kashinath Naik,7738.0,INC,Alemao Joaquim,6425.0,8,0,0.0,13051,13710,26761,2,1,3,13053,13711,26764,15,0,0.0,9169,11366,20535,216,0,0,20751,0,0,20,9,45.0,,20740.0,,,0.0,6,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,03-Mar-2012,35,683,True,6.0,0.0,6.0,1.0,0.0,1.0,1,0,1,4,0,4,2,0,2,25,0,0.0,IND,Avertano Furtado,10231.0,INC,Churchill Alemao,8086.0,8,0,0.0,11887,12011,23898,4,1,5,11891,12012,23903,15,0,0.0,8699,9973,18672,112,0,0,18784,0,0,20,9,45.0,,18780.0,4.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,03-Mar-2012,39,723,True,9.0,1.0,10.0,1.0,0.0,1.0,2,0,2,6,1,7,5,0,5,25,0,0.0,GVP,Caetano R. Silva,9695.0,INC,Valanka Alemao,7694.0,8,0,0.0,13740,14433,28173,2,1,3,13742,14434,28176,15,0,0.0,9207,11840,21047,59,0,0,21106,0,0,20,9,45.0,,21097.0,9.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,03-Mar-2012,38,740,True,7.0,1.0,8.0,2.0,1.0,3.0,0,0,0,5,0,5,3,0,3,25,0,0.0,INC,Digambar Kamat,12041.0,BJP,Mahatme Rupesh,7589.0,8,0,0.0,13988,14110,28098,4,1,5,13992,14111,28103,15,0,0.0,10673,11269,21942,230,0,0,22172,0,0,20,9,45.0,,22149.0,23.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,03-Mar-2012,38,709,True,9.0,3.0,12.0,1.0,1.0,2.0,1,1,2,7,1,8,5,1,6,25,0,0.0,IND,Vijai Sardesai,10375.0,BJP,Damodar (Damu) G. Naik,8436.0,8,0,0.0,13139,13783,26922,3,0,3,13142,13783,26925,15,0,0.0,9858,11314,21172,303,0,0,21475,0,0,20,9,45.0,,21441.0,34.0,,3.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,03-Mar-2012,38,691,True,5.0,1.0,6.0,0.0,1.0,1.0,0,0,0,5,0,5,3,0,3,25,0,0.0,INC,Aleixo Reginaldo Lourenco,11221.0,IND,Domnic Gaonkar,7152.0,8,0,0.0,12848,13422,26270,1,0,1,12849,13422,26271,15,0,0.0,8862,10648,19510,146,0,0,19656,0,0,20,9,45.0,,19647.0,8.0,,2.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,03-Mar-2012,39,707,True,6.0,2.0,8.0,0.0,2.0,2.0,0,0,0,6,0,6,4,0,4,25,0,0.0,GVP,Francisco Xavier Pacheco (Mickky),12288.0,INC,Aleixo Sequeira,8092.0,8,0,0.0,13161,14395,27556,1,0,1,13162,14395,27557,15,0,0.0,9280,12194,21474,138,0,0,21612,0,0,20,9,45.0,,21597.0,15.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,03-Mar-2012,35,762,True,7.0,1.0,8.0,2.0,0.0,2.0,1,0,1,4,1,5,2,0,2,25,0,0.0,BJP,Matanhy Saldanha,7427.0,GVP,Nelly Rodrigues,5158.0,8,0,0.0,13613,13039,26652,0,0,0,13613,13039,26652,15,0,0.0,10190,10718,20908,99,0,0,21007,0,0,20,9,45.0,,20422.0,2.0,,1.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,03-Mar-2012,26,762,True,5.0,1.0,6.0,1.0,1.0,2.0,0,0,0,4,0,4,2,0,2,25,0,0.0,INC,Mauvin Heliodoro Godinho,7468.0,MAG,Premanand Nanoskar,6524.0,8,0,0.0,9955,9672,19627,127,47,174,10082,9719,19801,15,0,0.0,7410,7697,15107,186,0,0,15293,0,0,20,9,45.0,,15274.0,19.0,,0.0,8,0,0.0,2012,AE,6-Mar-2012,6-Mar-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
